"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 21 17:29:48 GMT 2022","Fri Jan 21 17:29:49 GMT 2022","1165","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkSearchWithNameOfClubsClipBoard","TUA-226","TUA-226 Verify that user can perform basic search by inserting name of a club"
"broken","Fri Jan 21 17:18:00 GMT 2022","Fri Jan 21 17:18:00 GMT 2022","0","Test Suite","API Tests","com.ita.edu.teachua.api.tests.DistrictTest","com.ita.edu.teachua.api.tests.DistrictTest","beforeClass","beforeClass",""
"passed","Fri Jan 21 17:15:25 GMT 2022","Fri Jan 21 17:15:36 GMT 2022","10866","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","VerifyThatErrorMessagesIsDisplayedAfterUserLeavesFieldsEmptyAndClicksNextStepButton","TUA-252","This test case verifies that error messages is displayed after user leaves fields empty and clicks 'Наступний крок' button on 'Основна інформація' tab"
"skipped","Fri Jan 21 17:17:58 GMT 2022","Fri Jan 21 17:17:58 GMT 2022","0","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CenterTests","com.ita.edu.teachua.api.tests.CenterTests","deleteCenter","deleteCenter",""
"passed","Fri Jan 21 17:24:52 GMT 2022","Fri Jan 21 17:24:52 GMT 2022","295","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","checkByValidAgeDataProvider","TUA-210","TUA-210 Verify that input field 'Вік дитини' accepts only positive integers from 2 to 18"
"passed","Fri Jan 21 17:14:15 GMT 2022","Fri Jan 21 17:14:25 GMT 2022","10534","Test Suite","API Tests","com.ita.edu.teachua.api.tests.StationTests","com.ita.edu.teachua.api.tests.StationTests","getStationByID","Get station by name","[API] Get station by id"
"broken","Fri Jan 21 17:17:58 GMT 2022","Fri Jan 21 17:17:58 GMT 2022","0","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CenterTests","com.ita.edu.teachua.api.tests.CenterTests","beforeClass","beforeClass",""
"skipped","Fri Jan 21 17:17:57 GMT 2022","Fri Jan 21 17:17:57 GMT 2022","0","Test Suite","API Tests","com.ita.edu.teachua.api.tests.ContactTests","com.ita.edu.teachua.api.tests.ContactTests","getContacts","Get contacts","[API] Get contact"
"broken","Fri Jan 21 17:18:00 GMT 2022","Fri Jan 21 17:18:00 GMT 2022","0","Test Suite","API Tests","com.ita.edu.teachua.api.tests.BannerTest","com.ita.edu.teachua.api.tests.BannerTest","beforeClass","beforeClass",""
"passed","Fri Jan 21 17:30:38 GMT 2022","Fri Jan 21 17:30:39 GMT 2022","1394","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkSearchWithNameOfClubsTyping","TUA-226","TUA-226 Verify that user can perform basic search by typing name of a club"
"passed","Fri Jan 21 17:28:52 GMT 2022","Fri Jan 21 17:28:53 GMT 2022","1495","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkInvalidSymbolsAndQuantityPaste","TUA-428","Verify search field behavior for invalid number of symbols pasted"
"failed","Fri Jan 21 17:14:56 GMT 2022","Fri Jan 21 17:15:05 GMT 2022","8878","Test Suite","API Tests","com.ita.edu.teachua.api.tests.AuthorizedClubTest","com.ita.edu.teachua.api.tests.AuthorizedClubTest","VerifyThatClubCannotBeCreatedWhenOneOfTheMandatoryFieldsAreNotFilled","TUA-405","This test case verifies that user cannot create a club when one of the mandatory fields are not filled"
"passed","Fri Jan 21 17:26:21 GMT 2022","Fri Jan 21 17:26:52 GMT 2022","31248","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","checkSortingClubsByRatingInAscendingOrder","TUA-103","Verify that sorting by rating for advanced search works correctly (In ascending order)"
"broken","Fri Jan 21 17:21:06 GMT 2022","Fri Jan 21 17:21:06 GMT 2022","1","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","beforeMethod","beforeMethod",""
"broken","Fri Jan 21 17:17:31 GMT 2022","Fri Jan 21 17:18:04 GMT 2022","32819","Test Suite","BDD Tests","com.ita.edu.teachua.cucumber.cucumberTestRunner.CucumberTestRunner","com.ita.edu.teachua.cucumber.cucumberTestRunner.CucumberTestRunner","scenario","Example of BDD suite",""
"passed","Fri Jan 21 17:14:29 GMT 2022","Fri Jan 21 17:14:35 GMT 2022","6385","Test Suite","API Tests","com.ita.edu.teachua.api.tests.SignInTest","com.ita.edu.teachua.api.tests.SignInTest","successSignInTest","TUA-406",""
"passed","Fri Jan 21 17:24:11 GMT 2022","Fri Jan 21 17:24:35 GMT 2022","24353","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","verifyThatErrorMessageAppearsWhenUserEntersLetterInRUSOrGER","TUA-178","This test case verifies that  error message appears when user enters letters in Russian or German languages into the field"
"passed","Fri Jan 21 17:30:50 GMT 2022","Fri Jan 21 17:30:51 GMT 2022","1394","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkSearchWithNameOfClubsTyping","TUA-226","TUA-226 Verify that user can perform basic search by typing name of a club"
