"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 27 14:05:09 GMT 2022","Thu Jan 27 14:05:20 GMT 2022","11031","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","testAddLocationByOwner","TUA-158","Verify that a 'Керівник' can add location to the list of locations after filling in all mandatory and all optional fields with valid data"
"passed","Thu Jan 27 14:07:42 GMT 2022","Thu Jan 27 14:07:44 GMT 2022","1525","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkSearchWithNameOfClubsTyping","TUA-226","TUA-226 Verify that user can perform basic search by typing name of a club"
"passed","Thu Jan 27 14:07:29 GMT 2022","Thu Jan 27 14:07:31 GMT 2022","1315","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkSearchWithNameOfClubsTyping","TUA-226","TUA-226 Verify that user can perform basic search by typing name of a club"
"passed","Thu Jan 27 13:57:05 GMT 2022","Thu Jan 27 13:57:06 GMT 2022","805","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CategoryTest","com.ita.edu.teachua.api.tests.CategoryTest","getCategory","[API category] Get category by ID","[API] Get category by ID"
"passed","Thu Jan 27 13:54:39 GMT 2022","Thu Jan 27 13:54:43 GMT 2022","3470","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CenterTests","com.ita.edu.teachua.api.tests.CenterTests","changeCenter","change center","API]Test verifies if we can update a center by id"
"passed","Thu Jan 27 13:54:06 GMT 2022","Thu Jan 27 13:54:07 GMT 2022","1208","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","checkByValidAgeDataProvider","TUA-210","TUA-210 Verify that input field 'Вік дитини' accepts only positive integers from 2 to 18"
"passed","Thu Jan 27 14:05:43 GMT 2022","Thu Jan 27 14:06:06 GMT 2022","22918","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","verifyThatErrorMessageAppearsWhenUserEntersLetterInRUSOrGER","TUA-178","This test case verifies that  error message appears when user enters letters in Russian or German languages into the field"
"passed","Thu Jan 27 13:59:26 GMT 2022","Thu Jan 27 14:00:30 GMT 2022","64149","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","TestUserCheckInvalidDataForFieldPhone","TUA-356","Verify that error messages are shown and 'Зберегти зміни' button becomes disabled while entering invalid data for the 'Телефон' field"
"failed","Thu Jan 27 13:55:17 GMT 2022","Thu Jan 27 13:55:24 GMT 2022","6832","Test Suite","API Tests","com.ita.edu.teachua.api.tests.AuthorizedClubTest","com.ita.edu.teachua.api.tests.AuthorizedClubTest","VerifyThatClubCannotBeCreatedWhenOneOfTheMandatoryFieldsAreNotFilled","TUA-405","This test case verifies that user cannot create a club when one of the mandatory fields are not filled"
"passed","Thu Jan 27 13:54:17 GMT 2022","Thu Jan 27 13:54:18 GMT 2022","474","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","checkByValidAgeDataProvider","TUA-210","TUA-210 Verify that input field 'Вік дитини' accepts only positive integers from 2 to 18"
"passed","Thu Jan 27 13:55:55 GMT 2022","Thu Jan 27 13:55:58 GMT 2022","3318","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CityTest","com.ita.edu.teachua.api.tests.CityTest","addCityWithoutNameTest","TUA","Verify that city without latitude and longitude is not added"
"unknown","Thu Jan 27 13:53:49 GMT 2022","Thu Jan 27 13:53:49 GMT 2022","0","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.RestorePasswordViaGmailApiTest","com.ita.edu.teachua.ui.tests.RestorePasswordViaGmailApiTest","VerifyNewPasswordValidationWhenRestoringPasswordViaForgotPassword","TUA-318","This test case verifies that the user can recover or change the password, using valid values for 'New password' field."
"passed","Thu Jan 27 14:06:33 GMT 2022","Thu Jan 27 14:06:34 GMT 2022","1434","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkInvalidSymbolsAndQuantityTyping","TUA-428","Verify search field behavior for invalid number of symbols entered"
"passed","Thu Jan 27 13:53:59 GMT 2022","Thu Jan 27 13:54:01 GMT 2022","2674","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.RegistrationTest","com.ita.edu.teachua.ui.tests.RegistrationTest","checkAlertsFieldsWhenEmpty","TUA-483","TUA-483 Verify that error messages are shown for empty fields"
"passed","Thu Jan 27 13:56:29 GMT 2022","Thu Jan 27 13:56:31 GMT 2022","1940","Test Suite","API Tests","com.ita.edu.teachua.api.tests.UserTest","com.ita.edu.teachua.api.tests.UserTest","testUserCanEditRole","TUA-416","TUA-416 [API. Edit profile] The user or manager can change their role"
"passed","Thu Jan 27 13:57:04 GMT 2022","Thu Jan 27 13:57:05 GMT 2022","1629","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CategoryTest","com.ita.edu.teachua.api.tests.CategoryTest","createCategory","[API category] Create new category and delete it","[API] Create new category and delete it"
"passed","Thu Jan 27 13:55:47 GMT 2022","Thu Jan 27 13:55:48 GMT 2022","1070","Test Suite","API Tests","com.ita.edu.teachua.api.tests.BannerTest","com.ita.edu.teachua.api.tests.BannerTest","getListOfBanners","[API banner] Get list of all banners","[API] Get list of all banners"
"passed","Thu Jan 27 14:01:07 GMT 2022","Thu Jan 27 14:01:16 GMT 2022","8242","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","VerifyThatOwnerCannotAddLocationToTheListOfLocationsAfterLeavingFieldsEmpty","TUA-160","This test case verifies that a 'Керівник' cannot add a location to the list of locations after leaving all mandatory and optional fields empty"
"passed","Thu Jan 27 13:54:53 GMT 2022","Thu Jan 27 13:54:55 GMT 2022","1242","Test Suite","API Tests","com.ita.edu.teachua.api.tests.FeedbackTest","com.ita.edu.teachua.api.tests.FeedbackTest","addFeedbackToClubTest","TUA-376","[API] Add feedback to the club"
"passed","Thu Jan 27 13:54:47 GMT 2022","Thu Jan 27 13:54:51 GMT 2022","4429","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CenterTests","com.ita.edu.teachua.api.tests.CenterTests","getListOfCenters","get list of center","[API]Test verifies if we can get list of center"
"passed","Thu Jan 27 14:04:54 GMT 2022","Thu Jan 27 14:05:04 GMT 2022","10586","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","getErrorMessageInChangePasswordPopUpTest","TUA-359","TUA-359 Verify that error messages are shown while leaving empty any field in the 'Змінити пароль' pop-up"
"passed","Thu Jan 27 13:57:57 GMT 2022","Thu Jan 27 13:58:54 GMT 2022","57353","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","checkSortingClubsByRatingInDescendingOrder","TUA-103","Verify that sorting by rating for advanced search works correctly (In descending order)"
"passed","Thu Jan 27 13:57:16 GMT 2022","Thu Jan 27 13:57:24 GMT 2022","8270","Test Suite","BDD Tests","com.ita.edu.teachua.cucumber.cucumberTestRunner.CucumberTestRunner","com.ita.edu.teachua.cucumber.cucumberTestRunner.CucumberTestRunner","scenario","Example of BDD suite",""
"passed","Thu Jan 27 13:54:11 GMT 2022","Thu Jan 27 13:54:17 GMT 2022","5998","Test Suite","API Tests","com.ita.edu.teachua.api.tests.RegistrationTest","com.ita.edu.teachua.api.tests.RegistrationTest","testRegisterWithOneEmptyField","TUA-377","TUA-377 [API] Verify that user is not registered if at least one of the mandatory fields is empty"
"passed","Thu Jan 27 13:55:43 GMT 2022","Thu Jan 27 13:55:45 GMT 2022","2359","Test Suite","API Tests","com.ita.edu.teachua.api.tests.BannerTest","com.ita.edu.teachua.api.tests.BannerTest","addNewBannerAndDeleteIt","[API banner] Add banner successfully and then delete it","[API] add new banner and delete it"
"passed","Thu Jan 27 14:06:44 GMT 2022","Thu Jan 27 14:06:46 GMT 2022","1156","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkSearchWithNameOfClubsClipBoard","TUA-226","TUA-226 Verify that user can perform basic search by inserting name of a club"
"passed","Thu Jan 27 13:57:14 GMT 2022","Thu Jan 27 13:57:14 GMT 2022","794","Test Suite","API Tests","com.ita.edu.teachua.api.tests.RoleAdminTest","com.ita.edu.teachua.api.tests.RoleAdminTest","getListOfRolesTest","[API admin role] Get list of all roles","[API] Get list of all roles"
"unknown","Thu Jan 27 13:53:49 GMT 2022","Thu Jan 27 13:53:49 GMT 2022","0","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.RestorePasswordViaGmailApiTest","com.ita.edu.teachua.ui.tests.RestorePasswordViaGmailApiTest","testPasswordRecovery","TUA-321","Verify if error message is displayed after inputting invalid data for recover or change the password."
"passed","Thu Jan 27 14:07:54 GMT 2022","Thu Jan 27 14:07:55 GMT 2022","1269","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.BasicSearchTest","com.ita.edu.teachua.ui.tests.BasicSearchTest","checkSearchWithNameOfClubsTyping","TUA-226","TUA-226 Verify that user can perform basic search by typing name of a club"
"passed","Thu Jan 27 13:56:45 GMT 2022","Thu Jan 27 13:56:48 GMT 2022","2412","Test Suite","API Tests","com.ita.edu.teachua.api.tests.ContactTests","com.ita.edu.teachua.api.tests.ContactTests","createChangeAndDeleteContact","Create, change and delete contact by ID","[API] Create, change and delete contact by ID"
"passed","Thu Jan 27 13:56:03 GMT 2022","Thu Jan 27 13:56:05 GMT 2022","1546","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CityTest","com.ita.edu.teachua.api.tests.CityTest","getListOfCitiesTest","TUA","[API] Get array of cities"
"passed","Thu Jan 27 13:56:11 GMT 2022","Thu Jan 27 13:56:13 GMT 2022","1249","Test Suite","API Tests","com.ita.edu.teachua.api.tests.StationTests","com.ita.edu.teachua.api.tests.StationTests","getStationsByName","Get station by name","[API] Get station by name"
"passed","Thu Jan 27 14:04:05 GMT 2022","Thu Jan 27 14:04:42 GMT 2022","37573","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.OwnerProfileTest","com.ita.edu.teachua.ui.tests.OwnerProfileTest","checkErrorMsWhenFillInvalidDataIntoLastNameField","TUA-343","Verify that error messages are shown and 'Зберегти зміни' button becomes disabled while entering invalid data into the 'Прізвище' field"
"passed","Thu Jan 27 13:54:22 GMT 2022","Thu Jan 27 13:54:22 GMT 2022","441","Test Suite","UI Tests","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","com.ita.edu.teachua.ui.tests.AdvancedSearchTest","checkByValidAgeDataProvider","TUA-210","TUA-210 Verify that input field 'Вік дитини' accepts only positive integers from 2 to 18"
"passed","Thu Jan 27 13:54:31 GMT 2022","Thu Jan 27 13:54:35 GMT 2022","3457","Test Suite","API Tests","com.ita.edu.teachua.api.tests.AboutUsTest","com.ita.edu.teachua.api.tests.AboutUsTest","getAboutUs","Get About Us by ID","[API] Get About Us by ID"
"passed","Thu Jan 27 13:56:48 GMT 2022","Thu Jan 27 13:56:50 GMT 2022","2675","Test Suite","API Tests","com.ita.edu.teachua.api.tests.ContactTests","com.ita.edu.teachua.api.tests.ContactTests","getContact","Get contact by ID","[API] Get contact by ID"
"broken","Thu Jan 27 13:54:46 GMT 2022","Thu Jan 27 13:54:47 GMT 2022","829","Test Suite","API Tests","com.ita.edu.teachua.api.tests.CenterTests","com.ita.edu.teachua.api.tests.CenterTests","getCenter2","get center by id","[API]Test verifies if we can get a center by id"
